row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,1685365277_ALC_dbgi_BK00.mzML Peak area,1685365277_ALC_dbgi_001175_01_01.mzML Peak area,1687161692_PMA_ALC_13_20230619140041.mzML Peak area,
325,713.1562110114296,2.8550968,,,,,,,,,,,0,200.52612,15283.895,
326,170.1175565182867,2.8789449,,,,,,,,,,,3133.654,23484.076,0,
327,188.12813873197462,2.8789449,,,,,,,,,,,1846.7823,15888.2,0,
328,233.18593238233018,2.8789449,,,,,,,,,,,1716.2949,22923.844,0,
329,788.2446243070906,2.8780222,,,,,,,,,,,0,18324.33,0,
330,361.1469084037192,2.8895013,,,,,,,,,,,0,19799.748,0,
331,384.2227103224407,2.8895013,,,,,,,,,,,0,17029.426,0,
332,435.12894307313763,2.9177914,,,,,,,,,,,0,30413.92,7879.6616,
333,393.2483739427826,2.9180875,,,,,,,,,,,0,0,5073.1353,
334,741.2217502011583,2.9358416,,,,,,,,,,,8.129293,55681.29,0,
335,476.3070630864599,2.9532588,,,,,,,,,,,8552.959,3850.6528,14095.063,
336,284.1646550656257,2.9576266,,,,,,,,,,,0,0,109259.15,
337,588.2659872899636,2.9687622,,,,,,,,,,,0,0,15459.002,
338,443.2980604467183,2.9719305,,,,27,,,,,,,0,14956.95,20141.123,
339,389.2173316826535,2.9747517,,,,,,,,,,,0,0,168642.61,
340,439.1577765926433,2.9749253,,,,,,,,,,,0,26508.271,50250.24,
341,587.1376118297804,2.9747517,,,,,,,,,,,0,0,13951.387,
342,434.2027000196459,2.9749253,,,,27,,,,,,,0,260408.08,281580.53,
343,771.2343842116067,2.9750988,,,,,,,,,,,0,11608.589,0,
344,462.2337384716236,2.9806023,,,,27,,,,,,,0,75340.22,23847.03,
345,488.0825451674896,2.9864528,,,,,,,,,,,0,47887.227,0,
346,492.1137761660725,2.9864528,,,,,,,,,,,0,18149.225,0,
347,236.1644899301024,2.9968808,,,,,,,,,,,0,0,225320.6,
348,382.2228755499708,2.9968808,,,,,,,,,,,0,0,97884.34,
349,626.1723368980317,3.0079908,,,,,,,,,,,0,31739.012,79202.76,
350,611.1614010155056,3.0105383,,,,,,,,,,,69.17017,1697986.1,1824390.6,
351,359.170404558911,3.008628,,,,,,,,,,,0,19531.186,0,
352,137.09632595440388,3.0193481,,,,,,,,,,,22.845325,2034.4082,28639.434,
353,321.09749716949824,3.032382,,,,,,,,,,,0,8030.554,141.99664,
354,181.12234908234416,3.0510128,,,,,,,,,,,155.12689,84887.85,0,
355,465.13908524596684,3.0499878,,,,,,,,,,,0,20247.547,0,
356,271.1519179003673,3.0524282,,,,,,,,,,,11.303471,973.9459,9418.917,
357,417.1730918490384,3.0548987,,,,,,,,,,,0,2926.1707,10611.651,
358,412.2186384718505,3.0548987,,,,,,,,,,,0,11813.312,58002.445,
359,433.1129439602924,3.0569782,,,,,,,,,,,72.076416,2010541.8,251734.48,
360,313.06962093179703,3.05594,,,,,,,,,,,0,9780.058,0,
361,436.1210063920128,3.0548987,,,,,,,,,,,0,11307.394,735.4833,
362,455.09490444294704,3.0548987,,,,,,,,,,,0,59382.38,3403.2417,
363,303.0496119329514,3.059032,,,,,,,,,,,0,174523.17,353142.9,
364,625.1373384938346,3.067096,,,,,,,,,,,0,10392.38,0,
365,520.3327388393051,3.0762727,,,,,,,,,,,5630.3413,3708.923,12384.868,
366,376.2328720413326,3.077014,,,,,,,,,,,0,230.97757,12555.291,
367,448.2174439526295,3.07779,,,,,,,,,,,9.954636,5482.0103,30161.16,
368,571.1989195724328,3.0758133,,,,,,,,,,,0,0,30657.348,
369,625.1762811724284,3.077014,,,,,,,,,,,0,10794.162,8016.526,
370,566.2443018378603,3.077014,,,,,,,,,,,0,141472.19,60427.848,
371,301.0342726536047,3.0771277,,,,,,,,,,,0,88621.125,102972.26,
372,594.2756568078933,3.077014,,,,,,,,,,,0,24872.945,1698.9231,
373,479.0825882245826,3.0894105,,,,,,,,,,,0,749436.9,0,
374,487.08440553889204,3.0940013,,,,16,17,[M+Na]+,,2,377;374,464.09539,0,23535.248,341283.25,
375,222.11241046545476,3.0970316,,,,,,,,,,,36.3902,0,49290.414,
376,335.15969819892064,3.1006463,,,,,,,,,,,0,435.31433,7776.511,
377,465.102865776601,3.1108127,,,,16,17,[M+H]+,,2,377;374,464.09539,0,173045.5,2769066.2,
378,595.1654559868448,3.1152158,,,,,,,,,,,0,293633.75,1009641.44,
379,364.1959380766491,3.1195855,,,,,,,,,,,0,3884.3013,12360.788,
380,347.1681489660301,3.1195855,,,,,,,,,,,0,7723.2725,886.85205,
381,392.2274706090991,3.1195855,,,,,,,,,,,0,6715.7812,1693.6036,
382,374.1445192290348,3.1259916,,,,,,,,,,,44.803738,3538.1687,64725.164,
383,379.0997150587791,3.1275856,,,,,,,,,,,0,703.3531,12102.122,
384,503.19038977532114,3.144475,,,,0,19,[M-H2O+H]+,,1,385,520.19395,0,12162.42,8391.855,
385,538.2280396809882,3.144475,,,,0,19,[M+NH4]+,,2,385;384,520.19395,0,107025.17,39685.414,
386,1043.265100457008,3.1557522,,,,,,,,,,,0,7337.9243,12188.287,
387,429.1730117703456,3.1668668,,,,,,,,,,,0,27292.812,19688.457,
388,429.2094252975808,3.1681006,,,,,,,,,,,0,0,40438.445,
389,424.21788645071393,3.1698012,,,,,,,,,,,0,25287.574,5760.241,
390,485.1050485099562,3.1715016,,,,,,,,,,,0,179765.45,0,
391,463.12334933800366,3.1750917,,,,42,,,,,,,0,6703343.5,623906.7,
392,331.15323224788983,3.1806114,,,,,,,,,,,0,20358.078,28889.873,
393,545.1990716532426,3.1750917,,,,,,,,,,,0,9400.871,59254.89,
394,568.2758457652344,3.1806114,,,,,,,,,,,0,7539.076,19110.143,
395,540.2435807562134,3.1806114,,,,42,,,,,,,0,244836.05,302914.62,
396,564.3591856850899,3.1871328,,,,,,,,,,,3158.0352,0,6975.6157,
397,207.10094206802714,3.1922705,,,,,,,,,,,14.059161,10535.669,1050.1553,
398,407.131331459143,3.2123299,,,,,,,,,,,0,7491.8667,1543.7246,
399,430.20782079423384,3.2123299,,,,,,,,,,,0,10907.442,2143.7341,
400,522.291134648991,3.2322936,,,,,,,,,,,0,0,143242.56,
401,573.0851092198487,3.2322936,,,,,,,,,,,0,0,45291.598,
402,551.1036443885141,3.2345142,,,,,,,,,,,0,29096.76,388348.62,
403,566.1147751914605,3.2375526,,,,,,,,,,,0,2467.4604,51848.727,
404,617.1476830587208,3.2407203,,,,,,,,,,,0,14654.4,23801.373,
405,547.2149678639958,3.2511587,,,,,,,,,,,0,9585.555,6214.7876,
406,542.2602440587857,3.2567296,,,,,,,,,,,0,8861.777,22475.002,
407,213.18484764720705,3.2609525,,,,,,,,,,,0,1452.6362,87264.125,
408,375.23803006847544,3.2609525,,,,,,,,,,,0,1977.9535,83940.02,
409,380.1915783409423,3.2609525,,,,,,,,,,,0,8539.995,53283.082,
410,385.1469748161941,3.2609525,,,,,,,,,,,0,16684.398,75909.06,
411,524.3066281987972,3.2609525,,,,,,,,,,,0,3546.94,170547.17,
412,529.2620402385589,3.2609525,,,,,,,,,,,0,3824.5889,118884.88,
413,438.2707647826195,3.2810867,,,,,,,,,,,0,9542.742,0,
414,577.2262005967316,3.2810867,,,,,,,,,,,0,7173.069,0,
415,410.2391177572986,3.2831712,,,,45,21,[M+NH4]+,,2,416;415,392.20522,0,10078.095,12335.895,
416,415.19436902184356,3.2831712,,,,45,21,[M+Na]+,,2,416;415,392.20522,0,44071.277,50713.277,
417,442.1933249904187,3.2926633,,,,,,,,,,,0,19122.717,0,
418,447.14870982802586,3.2926633,,,,,,,,,,,0,28888.225,0,
419,647.1592800859239,3.297897,,,,,,,,,,,0,6604.0293,972.7468,
420,492.2447145817191,3.3086982,,,,,,,,,,,0,185.37766,14119.259,
421,556.2602127569469,3.3197348,,,,,,,,,,,0,0,9544.735,
422,561.2158763016835,3.3195605,,,,,,,,,,,0,58.25425,8490.425,
423,366.21285668147345,3.3312573,,,,,,,,,,,0,1390.9509,13278.152,
424,371.20589846007385,3.333352,,,,,,,,,,,0,471.46313,123060.35,
425,503.24779338871696,3.3287249,,,,,,,,,,,0,146.71194,36567.617,
426,371.1679934397449,3.3312573,,,,,,,,,,,0,32200.803,73284.9,
427,394.24383969032846,3.3312573,,,,,,,,,,,0,6935.4087,7397.491,
428,348.27437351892127,3.3422573,,,,,,,,,,,0,112857.82,12663.804,
429,463.087708538433,3.3421195,,,,,,,,,,,0,19123.068,0,
430,526.3219508580141,3.3422573,,,,,,,,,,,0,6001.7773,2567.3003,
431,550.2861876861804,3.3421195,,,,,,,,,,,0,8618.588,0,
432,555.2417347059485,3.3421195,,,,,,,,,,,0,5765.8965,0,
433,565.155336155078,3.3422573,,,,,,,,,,,0,6899.207,945.6588,
434,471.089660504696,3.3422573,,,,,,,,,,,0,1949.5376,100463.82,
435,656.2761052352977,3.354755,,,,,,,,,,,0,6643.6245,8018.41,
436,219.1008302298662,3.3655112,,,,,,,,,,,0,28876.92,24278.908,
437,566.2580922355689,3.409392,,,,,,,,,,,0,18367.332,500.28418,
438,543.1823411562791,3.409392,,,,,,,,,,,0,38470.1,8197.173,
439,479.11667391619216,3.4097757,,,,,,,,,,,0,0,9314.859,
440,579.1698503563138,3.420741,,,,,,,,,,,0,448314.34,63896.445,
441,487.2136723200132,3.420741,,,,,,,,,,,0,81341.336,76083.555,
442,197.11690884240943,3.4322417,,,,,,,,,,,405.56024,54393.78,149139.12,
443,414.2322598049497,3.44594,,,,,,,,,,,80.05998,14896.189,14362.875,
444,332.22094529812364,3.4721358,,,,,,,,,,,0,0,110448.89,
445,393.1882862770129,3.4817288,,,,,,,,,,,0,26099.123,0,
446,416.2637659943593,3.4818072,,,,,,,,,,,0,25967.371,1049.9935,
447,457.24002257535847,3.4907498,,,,,,,,,,,0,48605.58,2764.7847,
448,600.27998796347,3.4913745,,,,,,,,,,,0,7945.8657,0,
449,301.06901205052145,3.5009558,,,,,,,,,,,0,35054.55,0,
450,609.1810716877711,3.5044084,,,,,,,,,,,0,878327.1,109161.91,
451,520.2748481674155,3.5078607,,,,,,,,,,,0,0,35947.26,
452,535.1076195463615,3.5091915,,,,,,,,,,,0,894.38983,101006.59,
453,557.0900435151343,3.5078607,,,,,,,,,,,0,0,13394.585,
454,373.22194897224455,3.5199218,,,,,,,,,,,0,2320.274,74515.11,
455,527.2453081474682,3.5196085,,,,,,,,,,,0,0,63625.344,
456,550.3230260227724,3.5199218,,,,,,,,,,,0,726.5731,8299.722,
457,413.2145924272123,3.5199218,,,,,,,,,,,0,73353.95,13796.664,
458,549.123891516436,3.5199218,,,,,,,,,,,0,21507.416,1588.7227,
459,388.1600162004234,3.53251,,,,,,,,,,,0,11492.051,94185.38,
460,393.1154457055081,3.53251,,,,,,,,,,,0,3122.5674,20350.867,
461,322.12848880211357,3.53251,,,,,,,,,,,0,9170.58,649.0474,
462,830.2553954365053,3.53251,,,,,,,,,,,0,8126.6157,244.69325,
463,678.2963479811699,3.5373147,,,,,,,,,,,0,0,8902.294,
464,409.1466536071576,3.5543683,,,,,,,,,,,0,4899.767,77733.58,
465,137.0597612688846,3.5709593,,,,,,,,,,,26.400764,19129.873,2550.0881,
466,409.1837798431643,3.569726,,,,,,,,,,,0,22904.982,0,
467,602.2960099031211,3.570547,,,,,,,,,,,0,13991.518,932.3275,
468,436.290225450547,3.572486,,,,,,,,,,,0,3304.4692,164.15465,
469,579.2192695776158,3.572486,,,,,,,,,,,0,26755.111,3331.3127,
470,575.2310905391953,3.5757618,,,,,,,,,,,0,9752.426,6007.899,
471,565.1187071500125,3.5897741,,,,,,,,,,,0,9593.408,1963.4211,
472,336.21717293499074,3.5934105,,,,,,,,,,,0,26.381485,13963.288,
473,366.2265593488699,3.6065912,,,,,,,,,,,0,0,8024.6426,
474,404.19096772842073,3.6040773,,,,,,,,,,,0,2914.8794,82830.74,
475,366.1753644895714,3.6191554,,,,,,,,,,,0,411.95227,8764.271,
476,497.17358874489116,3.618114,,,,,,,,,,,0,0,20842.092,
477,418.2793826097332,3.6329951,,,,,,,,,,,0,0,7216.3467,
478,395.20369949232634,3.6372097,,,,,,,,,,,0,0,13527.305,
479,556.2959713046998,3.6719527,,,,,,,,,,,0,2009.8444,21063.316,
480,561.251239137812,3.6719527,,,,,,,,,,,0,1920.5111,14138.747,
481,255.15702841134143,3.687624,,,,,,,,,,,11.676786,311.64377,8700.423,
482,348.21660425809614,3.715955,,,,,,,,,,,0,0,57240.09,
483,687.4155331290606,3.7396524,,,,,,,,,,,0,718.3733,10170.973,
484,709.3973131050855,3.7396524,,,,,,,,,,,0,665.9719,8360.516,
485,392.2270084980847,3.7500672,,,,,,,,,,,0,0,4698.0913,
486,493.23996553789715,3.7550502,,,,,,,,,,,0,6437.177,734.0394,
487,478.264024167323,3.763495,,,,,,,,,,,0,123.17555,28241.875,
488,411.1617411855975,3.788946,,,,,,,,,,,0,161.91199,20706.969,
489,439.2295830702786,3.790899,,,,,,,,,,,0,6318.9785,54996.484,
490,439.1935700371043,3.8377624,,,,,,,,,,,0,8358.404,1153.5276,
491,573.2875509080609,3.8399787,,,,,,,,,,,0,32130.945,10045.524,
492,770.3074930981164,3.8461695,,,,,,,,,,,0,950.9713,6704.606,
493,218.21131452837344,3.8474264,,,,,,,,,,,853.40234,23493.148,337.0585,
494,335.12364406676124,3.874566,,,,,,,,,,,0,1023.0414,6040.788,
495,253.14119062723884,3.8949764,,,,,,,,,,,62.477165,1509.1301,39438.97,
496,495.18380221596846,3.8947442,,,,,,,,,,,0,214.16461,10440.767,
497,494.2229302549447,3.9072678,,,,,,,,,,,0,1733.4498,30451.809,
498,499.17851099460313,3.9072678,,,,,,,,,,,0,211.78575,9919.136,
499,397.1832140974359,3.9072678,,,,,,,,,,,0,7178.8896,2729.481,
500,441.1730651175209,3.911397,,,,,,,,,,,0,240.762,18490.756,
501,290.19617098278553,3.9232178,,,,,,,,,,,11.721041,47847.723,2153.3179,
502,455.22391186046025,3.9309554,,,,,,,,,,,0,49112.793,12155.861,
503,309.22702840301633,3.931333,,,,,,,,,,,39572.965,1368.6816,0,
504,413.2479819609903,3.9363577,,,,,,,,,,,0,0,11623.53,
505,331.2090794166101,3.9402835,,,,,,,,,,,21332.2,0,0,
506,195.10071990993902,3.9469006,,,,,,,,,,,125.26547,21388.219,1747.0503,
507,613.3430807981453,3.941332,,,,,,,,,,,0,5593.138,0,
508,635.3249357675561,3.941332,,,,,,,,,,,0,5809.396,0,
509,571.2690765985166,3.9463243,,,,,,,,,,,0,0,9100.428,
510,312.1952176750826,3.9631014,,,,,,,,,,,0,0,293222.97,
511,485.1989830828223,3.972076,,,,,,,,,,,0,167.84058,8439.484,
512,628.3166821389407,3.9749665,,,,,,,,,,,0,313.651,10561.0625,
513,532.2392236936704,3.9769175,,,,,,,,,,,0,55.716274,6917.867,
514,561.3243035033022,3.98146,,,,,,,,,,,0,2208.418,6882.0615,
515,969.3962700992862,4.001287,,,,,,,,,,,0,199.3027,8318.419,
516,516.2434232671394,4.02318,,,,,,,,,,,0,0,4669.2793,
517,203.17932155038653,4.032839,,,,,,,,,,,0,8828.674,1748.2404,
518,239.20032736271236,4.032839,,,,,,,,,,,0,7571.255,2392.0708,
519,419.26356512848133,4.030694,,,,,,,,,,,0,7582.4766,2661.436,
520,457.21905465919144,4.030694,,,,,,,,,,,0,7924.479,1261.055,
521,464.32154018132746,4.030694,,,,,,,,,,,0,18257.182,2348.5276,
522,221.18986776437097,4.0284905,,,,25,,,,,,,8.188822,32035.508,9788.893,
523,441.2456896581549,4.030694,,,,25,,,,,,,0,160920.42,54207.277,
524,478.22748369938824,4.035807,,,,,,,,,,,0,0,6492.4473,
525,617.1263686513554,4.072154,,,,,,,,,,,0,5684.6816,0,
526,287.05473897841796,4.0808935,,,,,,,,,,,0,25944.604,91653.08,
527,182.1177562944174,4.0831895,,,,,,,,,,,6.5760856,128.02919,10211.266,
528,559.3085382924369,4.091074,,,,,,,,,,,0,11223.644,34761.742,
529,513.2665770073356,4.117347,,,,,,,,,,,0,2546.8945,20830.705,
530,247.13235579823777,4.117347,,,,,,,,,,,0,15597.04,3026.6006,
531,310.2005824415866,4.115247,,,,,,,,,,,0,12337.192,431.8327,
532,408.22239327882386,4.124352,,,,,,,,,,,0,5782.5703,8919.775,
533,422.2898072361688,4.12656,,,,,,,,,,,0,95.41978,7471.4688,
534,430.1713313152441,4.1528344,,,,,,,,,,,8.168777,12748.892,2136.0098,
535,161.1322673774877,4.1875215,,,,,,,,,,,7.375576,16430.492,59551.098,
536,179.14298677234174,4.184488,,,,,,,,,,,33.7597,48079.0,174475.64,
537,215.164052986691,4.1860576,,,,,,,,,,,0,26780.264,155002.12,
538,377.2167277440994,4.1860576,,,,,,,,,,,0,24217.111,194784.86,
539,399.1987527673223,4.1860576,,,,,,,,,,,0,229258.48,706598.8,
540,510.16071938378235,4.1867113,,,,,,,,,,,0,5124.355,0,
541,394.24327995099526,4.1912894,,,,,,,,,,,0,0,210772.25,
542,408.25872144447914,4.1912894,,,,,,,,,,,0,0,8020.667,
543,643.4054037329477,4.1908693,,,,,,,,,,,14.537502,0,23930.78,
544,342.26392225650307,4.2234387,,,,,,,,,,,5120.4233,900.70544,1493.9055,
545,449.62420833962744,4.238392,,,,,,,,,,,14.565233,0,32233.8,
546,665.4188045509907,4.2350726,,,,,,,,,,,0,0,29249.111,
547,464.30002748987215,4.272132,,,,,,,,,,,19.899954,0,65420.402,
548,464.63410373966303,4.2694263,,,,,,,,,,,0,0,42254.27,
549,687.4321695615085,4.2694263,,,,,,,,,,,0,0,37584.953,
550,471.2200777870105,4.2719717,,,,,,,,,,,0,33737.824,166975.4,
551,709.4449801377015,4.307735,,,,,,,,,,,10.6457615,0,34084.867,
552,191.14300651056192,4.3093514,,,,,,,,,,,9.423422,7440.2837,2312.6895,
553,478.97450380248,4.305314,,,,,,,,,,,14.310544,0,90795.336,
554,493.6498888268999,4.341204,,,,,,,,,,,18.203705,0,98113.79,
555,731.4582564681702,4.3380218,,,,,,,,,,,0,0,31858.588,
556,466.2648565881992,4.3462143,,,,,,,,,,,0,117044.76,506675.62,
557,270.2426467604601,4.371751,,,,,,,,,,,0,0,6519.9727,
558,508.3259692896654,4.371751,,,,,,,,,,,0,0,106510.12,
559,753.4714099657568,4.371751,,,,,,,,,,,0,0,24198.055,
560,523.0012121221314,4.4029565,,,,,,,,,,,0,0,98933.47,
561,537.6767206887735,4.4347835,,,,,,,,,,,0,0,90300.18,
562,552.3522596642391,4.463281,,,,,,,,,,,0,0,76164.56,
563,384.29571800856183,4.4736934,,,,,,,,,,,15330.246,393.85913,391.5704,
564,474.2336196475022,4.4790764,,,,,,,,,,,0,4252.7725,23951.934,
565,479.18903283030306,4.4790764,,,,,,,,,,,0,826.34515,6787.7373,
566,271.0600483482228,4.4993567,,,,,,,,,,,0,2347.8052,20200.367,
567,567.0274034324531,4.4985604,,,,,,,,,,,0,0,55803.492,
568,581.7027411147944,4.513477,,,,,,,,,,,0,0,26384.875,
569,278.21146209100004,4.5546646,,,,,,,,,,,0,3415.4712,22657.066,
570,426.2639412487876,4.650405,,,,,,,,,,,0,0,12636.066,
571,504.28041366278666,4.706169,,,,,,,,,,,0,6358.007,3316.8223,
572,221.1535349544666,4.7274165,,,,,,,,,,,21.323166,8839.025,2429.3672,
573,423.1989722915531,4.7291093,,,,,,,,,,,0,13967.629,3963.3823,
574,346.2590909970143,4.751197,,,,,,,,,,,28.521587,795.37915,25626.82,
575,351.2147990329422,4.7491403,,,,,,,,,,,8.275411,0,44714.598,
576,311.18362201505107,4.7600174,,,,,,,,,,,10.930729,0,22013.213,
577,508.2759599554691,4.7588353,,,,,,,,,,,0,0,11943.239,
578,513.2312876429717,4.7588353,,,,,,,,,,,0,0,112652.445,
579,1152.1634706403097,4.763076,,,,2,,,,,,,0,230939.12,99397.99,
580,1152.4959761845116,4.763076,,,,2,,,,,,,0,217996.12,97177.164,
581,385.2560969783908,4.767316,,,,,,,,,,,0,55091.35,0,
582,864.3740629399847,4.767316,,,,,,,,,,,0,19323.797,0,
583,1159.8231386435755,4.767316,,,,,,,,,,,0,17305.693,0,
584,397.2562093835994,4.7723336,,,,,,,,,,,0,0,31843.219,
585,530.2963786681862,4.7821727,,,,,,,,,,,0,0,12825.436,
586,165.1274159711166,4.82814,,,,,,,,,,,20.74634,0,6019.8306,
587,420.2229261820262,4.8264647,,,,,,,,,,,0,4718.147,240244.92,
588,425.1782531960296,4.8325377,,,,,,,,,,,0,1918.5984,134495.11,
589,1155.151894284258,4.8406897,,,,,,,,,,,0,147231.81,143128.25,
590,226.18015794883877,4.85696,,,,,,,,,,,21029.672,36626.227,6950.585,
591,266.1726283868274,4.85696,,,,,,,,,,,5789.6426,45455.71,11718.445,
592,289.2485534165279,4.854202,,,,,,,,,,,5240.271,6577.0884,848.7732,
593,1139.8213861857962,4.881262,,,,,,,,,,,0,708151.06,345714.28,
594,236.16188944302485,4.886152,,,,,,,,,,,17006.092,534.0684,1297.0294,
595,855.1176318191349,4.881262,,,,,,,,,,,0,53967.57,3198.8257,
596,855.3679065916326,4.881262,,,,,,,,,,,0,46199.93,2747.412,
597,246.24289441571915,4.899935,,,,,,,,,,,3224.2095,10379.323,0,
598,449.21499527876205,4.905224,,,,,,,,,,,0,1706.9686,6379.216,
599,1194.1720529815982,4.9094396,,,,,,,,,,,0,1320.2131,22715.148,
600,1147.1452965403764,4.955469,,,,,,,,,,,0,51399.344,105816.164,
601,504.280541455836,4.971868,,,,,,,,,,,0,1430.8068,34763.95,
602,292.2270807683234,5.0003843,,,,,,,,,,,0,2112.083,22253.281,
603,1146.811007186091,5.0153837,,,,,,,,,,,0,407.39343,123738.41,
604,1151.4808124569738,5.0468044,,,,,,,,,,,0,0,52253.426,
605,181.1223552214194,5.165052,,,,,,,,,,,261.22852,23123.719,5358.134,
606,351.1780500696524,5.206007,,,,,,,,,,,0,335.69574,7710.9424,
607,198.1853178181265,5.320135,,,,,,,,,,,636.4409,386.8488,98324.414,
608,196.16968515028964,5.35104,,,,,,,,,,,58.526077,23.111805,89272.98,
609,451.2304512007473,5.3590965,,,,,,,,,,,0,5708.366,2296.8616,
610,1130.1018135900379,5.4105725,,,,,,,,,,,0,37956.562,0,
611,1135.777022242582,5.4196906,,,,,,,,,,,0,37110.504,0,
612,291.19479086725556,5.4960537,,,,,,,,,,,11.741802,19597.951,1320.9077,
613,290.2689546573334,5.8684306,,,,,,,,,,,0,0,30458.316,
614,616.1769694318436,5.9419193,,,,,,,,,,,0,0,84931.09,
615,275.20056977897997,5.9995914,,,,,,,,,,,21.239567,18655.752,27454.816,
616,316.2847611274347,6.4070783,,,,,,,,,,,33.093338,214571.23,91644.266,
617,338.26676840577716,6.411891,,,,,,,,,,,0,14334.981,392.5622,
618,446.253914473135,6.5224595,,,,,,,,,,,18003.2,45774.906,2007.0936,
619,453.16755905635716,6.5204005,,,,,,,,,,,0,59587.754,3359.1511,
620,432.23838953912923,6.523781,,,,9,24,[M+NH4]+,,3,622;621;620,414.20446,249456.05,302611.5,20225.676,
621,415.21167357908394,6.525051,,,,9,24,[M+H]+,,2,622;620,414.20446,151644.22,188086.69,6588.3413,
622,437.1936437968117,6.525051,,,,9,24,[M+Na]+,,3,622;621;620,414.20446,100507.72,140964.2,8846.833,
623,460.26953631409515,6.525051,,,,9,,,,,,,155374.27,237593.14,10840.166,
624,504.3171236311706,6.5885935,,,,36,25,[M+H]+,,2,627;624,503.30986,0,28438.584,241525.44,
625,325.2371869130039,6.589524,,,,,,,,,,,10.99424,6899.9097,12554.528,
626,487.29095446656845,6.5907717,,,,,,,,,,,0,907.7016,5881.9355,
627,509.2725477512744,6.592898,,,,36,25,[M-NH3+Na]+,,2,627;624,503.30986,0,24254.84,213802.61,
628,469.27976514385557,6.592898,,,,,,,,,,,0,1683.7916,9257.879,
629,525.2459322689517,6.592898,,,,,,,,,,,0,1474.2848,9937.651,
630,417.34527099595977,6.648443,,,,,,,,,,,379.7019,345.2661,16994.885,
631,318.3003252298009,6.695392,,,,,,,,,,,238.04945,59349.082,21533.713,
632,599.4096429960074,6.748302,,,,,,,,,,,0,27511.287,25060.492,
633,804.4886816962659,6.8034825,,,,,,,,,,,0,0,12492.739,
634,694.4008184003183,6.867406,,,,7,27,[M+H]+,,2,635;634,693.39337,0,72337.79,725885.9,
635,699.3558599623782,6.867406,,,,7,27,[M-NH3+Na]+,,2,635;634,693.39337,0,39256.77,204639.17,
636,518.324478668715,6.873211,,,,,,,,,,,0,12578.745,80494.625,
637,715.3297495370417,6.9498935,,,,,,,,,,,0,797.0598,9082.275,
638,862.5306460358846,6.969827,,,,,,,,,,,0,0,15293.223,
639,610.061937120166,7.0759096,,,,,,,,,,,0,0,4605.988,
640,277.2163140729465,7.1200542,,,,,,,,,,,14.308357,925.1403,17808.746,
641,844.5203644569558,7.1189804,,,,,,,,,,,0,0,32950.42,
642,165.09106000545054,7.2118473,,,,28,,,,,,,25929.951,16908.518,300.04034,
643,238.17994953401055,7.2118473,,,,,,,,,,,17133.266,3352.2954,245.05186,
